timestamp,trip_id,lat,lon,temp_c,humidity,door_open,excursion
2025-04-09 11:54:20,CC-02827458,4.824586,7.114298,4.81,63.8,False,False
2025-02-15 05:06:25,CC-06919181,11.691787,10.227584,5.03,58.3,False,False
2024-12-29 22:29:14,CC-04302798,4.997818,7.082087,4.15,81.6,False,False
2025-10-04 16:06:51,CC-02688347,7.538926,5.953975,4.24,61.9,False,False
2025-03-01 19:15:47,CC-00652981,8.957653,7.29941,6.54,71.0,False,False
2025-01-04 11:04:26,CC-00362451,7.537081,3.860353,4.16,81.1,False,False
2025-07-04 07:50:54,CC-08692701,6.513444,3.464293,5.69,60.0,False,False
2025-07-23 13:00:36,CC-05386740,11.947639,8.473913,2.59,71.0,False,False
2025-07-29 14:10:19,CC-04215488,7.409922,3.911468,6.18,46.0,False,False
2025-06-21 11:22:14,CC-07195510,11.986119,8.551302,3.96,68.1,False,False
2025-05-20 20:21:38,CC-06586882,7.498803,3.957706,6.98,68.3,False,False
2025-05-09 10:46:00,CC-00857559,12.074005,8.615756,3.61,43.9,False,False
2024-12-29 03:25:32,CC-06969142,8.99734,7.411836,5.61,61.3,False,False
2025-05-29 10:58:04,CC-02784734,7.419836,3.877887,4.12,48.8,False,False
2025-10-12 02:09:18,CC-08787194,11.944917,8.367076,6.89,63.3,False,False
2025-02-18 02:56:04,CC-05059383,11.922486,8.697245,8.02,74.5,False,True
2025-08-07 01:19:58,CC-07235103,11.689247,8.108075,4.81,70.0,False,False
2025-06-05 18:59:03,CC-03940466,9.035543,7.422313,3.98,47.3,False,False
2024-10-31 18:30:21,CC-00948561,9.194786,7.500694,5.08,75.4,False,False
2025-01-17 08:02:05,CC-03435688,7.546816,4.10917,6.01,60.2,False,False
2025-01-12 14:57:40,CC-06360713,12.056424,8.659801,4.35,81.5,False,False
2025-05-01 10:34:26,CC-07069562,11.881765,8.442283,8.33,55.9,False,True
2025-09-19 04:16:37,CC-00725154,6.662577,3.34768,5.62,67.3,False,False
2024-10-26 14:54:14,CC-01339063,12.129549,8.536322,5.24,62.5,False,False
2024-10-19 15:45:35,CC-07431695,9.907789,13.238172,2.76,45.0,False,False
2025-07-05 09:58:45,CC-02628682,7.594421,4.099478,5.49,78.3,False,False
2025-02-11 01:04:19,CC-01052599,7.436918,3.860519,6.88,93.4,False,False
2025-05-15 11:36:05,CC-01694948,7.558843,3.856426,5.86,71.4,False,False
2025-05-11 05:16:38,CC-05800511,9.077551,7.231483,5.18,66.7,True,False
2024-12-20 03:13:03,CC-06188267,5.05282,7.1729,2.97,60.4,False,False
2025-09-06 09:22:40,CC-02714358,6.448034,3.250772,1.76,78.3,False,True
2025-03-24 18:18:21,CC-00210841,4.81537,6.976906,8.71,47.2,False,True
2025-08-19 02:22:40,CC-02236611,10.974991,8.001093,6.37,60.1,False,False
2025-08-26 11:40:19,CC-00622768,6.54933,3.230508,5.81,73.2,False,False
2025-08-30 16:19:17,CC-06976868,6.581371,3.323785,4.73,69.5,False,False
2025-01-11 19:16:21,CC-08334014,4.932325,7.12679,6.68,69.0,False,False
2025-02-06 05:33:38,CC-05124169,5.875722,2.834988,4.37,74.8,False,False
2025-08-25 20:59:54,CC-03070116,12.107078,8.439706,4.56,55.7,False,False
2025-03-18 00:03:23,CC-04639657,8.982466,7.458634,5.57,58.9,False,False
2025-04-06 22:22:01,CC-03814203,7.583909,4.091177,8.21,56.3,False,True
2025-06-11 23:23:53,CC-01110042,6.549691,3.382704,4.11,62.8,False,False
2025-05-31 20:06:06,CC-01747455,12.969001,12.109031,2.16,51.7,False,False
2025-08-11 15:12:59,CC-01174009,8.904441,7.301129,4.46,75.1,False,False
2025-06-14 04:33:20,CC-08767360,9.173265,7.548614,5.64,69.0,False,False
2025-04-08 00:30:09,CC-03580207,5.017176,6.94393,2.74,62.7,False,False
2025-09-28 01:15:43,CC-04599191,9.091832,7.259543,4.03,75.6,False,False
2025-08-10 02:55:55,CC-06615194,9.00713,7.514878,4.68,73.4,False,False
2024-10-21 01:41:20,CC-04346674,6.651849,3.442574,6.34,71.1,False,False
2025-04-24 17:38:24,CC-01314326,4.76557,6.955327,4.6,59.8,False,False
2024-10-20 15:04:14,CC-07045174,4.533604,9.953944,5.99,82.1,False,False
2025-06-15 12:53:54,CC-05302386,5.053324,7.060073,3.17,64.6,False,False
2025-07-18 11:37:02,CC-04926866,11.953907,8.545455,5.7,59.7,False,False
2025-05-22 22:11:53,CC-05995975,6.980104,5.014954,6.07,46.7,False,False
2024-12-25 12:45:59,CC-03710229,7.31173,4.10424,5.16,50.2,False,False
2025-04-08 01:37:12,CC-06774940,9.034065,7.371056,4.5,75.0,False,False
2025-07-03 20:11:09,CC-07294098,7.562409,3.98033,8.22,83.5,False,True
2025-06-15 16:05:02,CC-06339724,12.989545,14.389183,5.26,54.6,False,False
2025-09-26 00:51:50,CC-08869823,12.08413,8.683358,6.22,58.2,False,False
2025-05-05 03:10:35,CC-04702729,8.908912,7.479199,7.54,46.3,False,False
2024-12-20 22:17:59,CC-06428656,6.321651,3.287087,7.08,51.2,True,False
2025-10-09 05:27:13,CC-02416837,4.921078,4.479241,7.71,59.3,False,False
2024-10-15 21:09:07,CC-08830928,12.783346,4.801662,5.75,66.5,False,False
2025-03-17 18:42:11,CC-06700295,4.894233,6.980726,2.67,56.1,False,False
2025-03-29 00:40:28,CC-03768626,6.545579,3.325405,0.84,74.2,False,True
2025-02-13 04:02:51,CC-08951094,4.905736,7.002107,3.49,65.0,False,False
2024-12-15 02:15:09,CC-05802306,11.32732,3.801783,4.85,44.2,False,False
2025-01-31 13:49:02,CC-08592615,4.799531,6.981763,2.55,96.6,False,False
2025-02-09 19:06:37,CC-07610793,9.09432,7.537444,4.11,74.8,False,False
2025-06-11 17:41:54,CC-08618698,4.974031,10.869471,6.18,70.1,False,False
2025-07-29 03:02:42,CC-03656258,12.033749,8.641373,4.29,57.5,False,False
2025-02-15 02:40:58,CC-01193851,7.309724,4.024675,3.26,77.8,False,False
2025-01-23 02:40:28,CC-04991193,7.357621,4.069481,5.43,66.1,False,False
2025-08-04 20:55:59,CC-05813215,4.969439,7.184298,5.29,52.6,False,False
2025-09-15 19:23:17,CC-03460867,6.628633,3.183465,3.99,57.6,False,False
2025-03-31 16:18:15,CC-02564224,7.387317,4.09909,2.36,50.5,False,False
2025-01-26 16:07:55,CC-08103456,6.619287,3.533906,3.02,63.4,False,False
2025-07-12 03:12:19,CC-08437499,4.67764,4.565766,4.81,61.8,False,False
2025-03-27 02:48:22,CC-05365146,8.984536,7.48345,7.96,61.2,False,False
2025-09-18 15:22:57,CC-08705954,6.343772,3.554254,5.08,71.5,False,False
2025-01-15 04:18:36,CC-08371742,9.009975,7.275682,5.54,63.9,False,False
2025-07-01 08:09:38,CC-03361434,5.511495,14.623171,3.4,45.1,False,False
2025-04-09 04:50:36,CC-04382622,12.175922,8.476393,4.96,64.3,False,False
2024-11-13 03:46:35,CC-05876598,11.94794,8.665236,4.97,77.8,False,False
2025-10-01 23:04:00,CC-02954524,7.34545,4.07983,6.57,59.2,False,False
2025-07-19 17:31:54,CC-02516382,13.194763,2.822232,5.2,69.5,False,False
2025-09-27 03:02:12,CC-02452314,6.433477,3.367449,6.06,59.7,False,False
2025-03-20 02:14:38,CC-04218626,8.944016,7.306645,3.09,69.2,False,False
2024-10-17 12:33:12,CC-06522969,9.141908,7.236148,3.49,67.2,False,False
2025-04-15 15:12:48,CC-04555141,6.427296,3.405003,5.53,82.9,False,False
2025-02-22 15:37:41,CC-02681163,11.931748,8.593822,6.34,79.9,False,False
2025-04-29 21:01:31,CC-02594129,7.439487,3.81572,5.75,77.9,False,False
2025-03-21 15:30:09,CC-04544344,11.965981,8.623306,5.4,51.5,False,False
2025-05-20 03:51:01,CC-00014335,11.99137,8.517079,6.21,78.7,False,False
2025-05-21 15:53:27,CC-07665762,12.114831,8.589838,7.79,69.9,False,False
2025-03-31 13:57:45,CC-02339181,4.67734,6.909603,7.78,47.2,False,False
2024-10-28 16:54:22,CC-08209497,6.485385,3.414636,3.73,62.8,False,False
2025-08-16 06:11:45,CC-08742187,4.971174,7.081716,3.03,82.5,False,False
2025-10-07 03:09:36,CC-04994649,6.039888,14.469629,6.25,50.6,False,False
2024-12-11 13:16:07,CC-05672665,12.198537,8.512115,4.87,79.9,False,False
2024-12-04 20:02:15,CC-06503500,4.91839,7.000393,4.76,49.4,False,False
2024-12-29 22:12:10,CC-05028514,11.884051,8.491664,5.82,44.9,False,False
2024-12-22 12:14:08,CC-00187668,7.432897,4.017987,7.05,72.1,False,False
2025-03-30 11:26:30,CC-04221219,11.939952,8.65213,4.84,76.1,True,False
2025-06-12 09:40:34,CC-05229673,11.908137,8.583173,2.21,61.2,False,False
2025-02-09 20:23:10,CC-06385362,6.610644,3.413063,5.19,72.4,False,False
2025-03-23 21:02:56,CC-01286828,12.145701,8.585888,7.06,56.6,False,False
2025-04-13 13:14:48,CC-01265575,6.478447,3.305422,5.9,84.3,True,False
2025-01-28 23:50:05,CC-07563544,5.049178,6.978123,6.14,64.7,False,False
2025-07-17 19:06:04,CC-06117497,12.149796,8.511826,5.82,74.6,False,False
2025-10-11 21:18:40,CC-05831364,7.459021,4.097527,3.41,41.9,False,False
2025-05-03 00:22:57,CC-07240895,7.318027,3.851966,5.99,66.1,False,False
2025-08-29 05:28:33,CC-06752100,7.664923,5.691311,3.4,68.3,False,False
2025-04-28 05:08:46,CC-04044594,9.311887,2.735776,6.79,58.7,False,False
2024-11-23 08:20:07,CC-02507774,9.029525,7.52146,4.51,56.9,False,False
2024-12-09 11:20:13,CC-07150907,4.987128,7.137882,5.01,54.0,False,False
2024-11-03 08:42:29,CC-05277730,4.714937,14.637586,6.66,62.3,False,False
2025-05-23 12:59:45,CC-01780350,9.025573,7.338864,3.4,59.5,False,False
2025-05-13 19:45:34,CC-06271555,7.512663,4.055943,5.73,40.7,True,False
2025-08-01 04:35:48,CC-05806290,13.346843,8.218469,6.04,62.9,False,False
2025-03-31 20:18:29,CC-03461624,6.550288,3.353381,7.13,56.0,False,False
2024-12-21 15:41:45,CC-03129307,7.49511,3.954392,4.04,66.0,False,False
2024-12-14 07:05:13,CC-01003774,6.551655,3.266221,5.42,78.5,False,False
2025-04-24 20:39:39,CC-03362591,4.425543,4.068723,3.12,72.7,False,False
2025-05-10 10:42:16,CC-01597369,13.384924,5.953324,4.96,56.5,False,False
2025-02-28 08:08:49,CC-01726868,6.484524,3.486268,4.56,60.0,False,False
2025-04-14 06:22:25,CC-03512206,8.962167,7.533675,4.75,50.4,False,False
2025-01-15 01:46:13,CC-06557892,9.044303,7.269294,5.35,66.0,False,False
2025-02-21 17:23:07,CC-08678903,6.110697,9.339716,4.96,66.2,False,False
2025-02-23 23:31:19,CC-08972133,6.455232,3.577605,5.47,69.0,False,False
2025-01-13 14:59:07,CC-07576845,6.825545,14.508178,4.59,69.4,False,False
2024-12-19 01:40:46,CC-07885114,7.336586,4.01191,4.45,68.7,False,False
2024-11-13 21:10:13,CC-06132028,6.359127,3.214029,4.9,58.9,False,False
2024-10-18 05:27:08,CC-04070797,7.805112,13.000579,5.23,61.0,False,False
2025-09-23 02:04:55,CC-00863778,8.986435,11.43083,6.84,55.1,False,False
2025-08-08 03:46:27,CC-04979996,6.450237,3.304493,5.26,72.9,False,False
2025-08-20 16:52:04,CC-06594646,4.918335,6.934381,4.6,70.0,True,False
2025-03-05 23:24:06,CC-07776567,9.990305,7.471958,2.48,55.3,False,False
2024-12-01 01:40:23,CC-06376854,9.069775,7.386432,5.34,54.1,False,False
2025-05-29 03:19:44,CC-00981876,11.290152,6.397257,6.96,78.9,False,False
2025-04-06 19:55:59,CC-05228823,13.534311,7.653601,6.44,77.2,False,False
2025-01-19 16:37:32,CC-07647015,12.131855,8.544243,5.1,54.5,False,False
2025-07-15 16:33:28,CC-01256046,7.398694,8.381768,4.19,54.1,False,False
2024-12-15 04:55:06,CC-03153181,6.597192,3.286232,3.83,46.0,False,False
2025-02-05 11:52:31,CC-03665449,9.134775,7.303138,3.03,64.4,False,False
2025-01-27 02:53:30,CC-01470102,5.165014,8.673545,6.63,62.9,False,False
2025-10-03 23:32:19,CC-08417340,9.100845,7.304251,5.58,57.9,False,False
2024-11-30 03:58:48,CC-01075439,4.896183,7.015347,7.99,81.9,False,False
2025-08-02 08:30:54,CC-02582581,6.431635,3.33129,3.01,66.6,False,False
2025-07-22 06:37:55,CC-00489854,7.345464,4.065946,5.04,78.4,False,False
2025-03-05 18:04:18,CC-01332175,9.015334,7.232233,3.78,54.6,False,False
2024-12-23 13:28:04,CC-04142637,6.525084,3.522987,2.76,69.4,False,False
2025-07-08 23:13:32,CC-00095955,9.04099,7.426326,2.1,42.9,False,False
2024-12-05 03:16:28,CC-02036911,9.056932,7.439371,6.51,92.7,False,False
2025-09-21 19:37:45,CC-04077804,12.116398,8.709258,9.52,66.5,False,True
2025-02-10 11:55:46,CC-07092817,4.792506,7.160179,4.31,53.5,False,False
2024-11-25 18:59:36,CC-03109060,5.099342,6.950489,4.88,69.2,False,False
2025-01-07 14:46:16,CC-07375709,12.161455,8.391852,5.43,74.7,False,False
2024-10-29 22:05:14,CC-04930967,7.555731,3.864742,2.92,85.8,False,False
2025-06-25 14:53:55,CC-07867177,4.92447,7.068268,7.1,72.5,False,False
2025-03-24 00:39:47,CC-07142798,6.833207,6.641426,3.7,56.9,False,False
2025-09-16 22:02:30,CC-03909461,6.35275,3.388453,5.42,72.9,False,False
2025-08-03 13:37:59,CC-00867213,10.60787,11.359776,4.99,63.6,False,False
2025-03-17 04:51:26,CC-07517038,9.176846,7.570671,4.71,61.4,False,False
2025-05-18 05:51:05,CC-02944375,7.448263,3.880523,3.93,71.7,False,False
2025-04-29 15:26:39,CC-01427132,4.856986,7.092599,7.57,69.4,False,False
2025-01-08 05:43:05,CC-03135136,12.202886,8.530708,6.16,64.2,False,False
2025-05-30 15:19:58,CC-04721247,11.436675,11.103094,5.81,67.9,False,False
2025-08-11 14:28:15,CC-02975129,7.445774,3.924367,4.93,73.9,False,False
2025-08-29 20:37:51,CC-07844874,6.37321,3.283509,5.97,53.1,False,False
2025-06-13 13:35:21,CC-07543246,7.087337,7.07288,2.65,59.2,False,False
2025-06-22 23:55:39,CC-02604393,5.801933,7.795319,2.52,71.5,False,False
2025-02-16 08:18:32,CC-01725138,12.063068,8.474714,3.43,70.4,False,False
2025-10-06 01:50:32,CC-00835637,4.937437,6.913945,6.75,55.4,False,False
2025-07-04 23:02:45,CC-02717547,5.010843,6.999141,3.49,72.8,False,False
2025-04-13 13:47:24,CC-01276396,11.956303,8.41171,2.39,67.1,False,False
2025-08-26 12:04:13,CC-01856786,7.525449,4.018364,3.69,38.6,False,False
2025-06-12 02:22:52,CC-03098149,5.057608,6.927903,7.24,69.7,False,False
2025-08-02 17:00:18,CC-07608750,4.988294,6.976725,3.73,56.1,False,False
2025-08-18 16:17:49,CC-07779206,4.969988,7.106804,4.45,50.8,False,False
2024-12-19 17:55:50,CC-01294973,7.475145,3.844581,5.12,70.3,False,False
2025-01-15 11:10:56,CC-02472899,11.952772,4.284056,5.8,71.9,False,False
2025-04-23 20:25:05,CC-02881061,9.120979,7.264161,5.56,53.5,False,False
2025-04-27 06:52:43,CC-01669323,6.529419,3.530674,3.29,80.5,False,False
2025-09-10 02:02:54,CC-00601628,9.640661,7.924744,3.48,89.5,False,False
2024-11-11 05:48:06,CC-08147359,9.094133,13.514305,7.51,70.0,False,False
2024-11-22 00:16:30,CC-08445133,11.673027,7.274831,4.94,48.2,False,False
2025-02-26 18:59:44,CC-05825517,9.067237,7.24644,7.05,68.7,False,False
2025-04-07 13:08:36,CC-00859969,11.982247,8.448251,3.93,51.0,False,False
2025-09-04 13:12:50,CC-05069600,9.148671,7.531377,5.94,86.6,False,False
2024-11-14 18:11:29,CC-04928134,7.628036,3.453881,3.41,49.7,False,False
2025-02-11 20:20:58,CC-07585687,4.710045,7.034239,6.37,62.7,True,False
2025-04-10 13:32:01,CC-03962071,6.594627,3.441207,3.75,84.8,False,False
2024-11-03 22:37:32,CC-04227337,8.927451,7.471711,2.74,75.1,False,False
2025-06-12 13:42:07,CC-00240299,9.071856,7.434997,1.73,87.3,False,True
2025-03-09 18:23:38,CC-05048959,10.826599,12.896414,5.45,45.6,False,False
2025-04-07 18:27:57,CC-08064805,7.584731,4.052327,1.57,75.8,True,True
2025-06-25 07:48:55,CC-04955598,8.900355,7.535772,7.69,48.3,False,False
2025-08-14 03:22:05,CC-04606184,12.15331,8.590994,6.65,68.4,False,False
2025-03-25 06:07:38,CC-07901066,4.689806,7.09534,4.36,65.9,False,False
2025-08-02 04:08:04,CC-05868448,11.95806,13.894065,7.18,60.9,False,False
2025-07-15 12:19:58,CC-05156359,12.189946,8.403689,4.46,64.7,False,False
2025-06-27 19:20:52,CC-01507694,5.098215,7.147097,6.63,65.4,False,False
2024-12-29 19:57:17,CC-02494473,7.395243,4.003667,3.87,60.3,False,False
2025-04-28 11:36:01,CC-07085471,8.00804,4.520194,5.62,74.1,False,False
2025-03-16 17:02:37,CC-08365599,11.00996,9.077595,3.41,54.4,False,False
2025-07-12 14:56:48,CC-03119832,7.558581,4.050381,4.18,71.7,False,False
2024-11-21 19:43:14,CC-03697436,9.25271,7.727494,5.52,46.9,False,False
2025-02-07 01:16:49,CC-08097069,13.388463,10.516352,6.75,91.9,False,False
2024-11-01 02:59:35,CC-05955021,4.890236,7.069322,2.95,48.3,False,False
2025-07-05 03:35:38,CC-02285573,9.149732,7.257511,4.83,77.8,True,False
2025-09-03 05:21:49,CC-04281142,7.513951,6.068461,5.76,68.8,False,False
2025-05-16 12:33:14,CC-00120013,9.111159,7.285373,2.34,67.3,False,False
2025-06-14 10:21:22,CC-06034035,4.817204,7.18377,4.59,62.9,False,False
2025-04-30 13:23:41,CC-02348711,9.15062,7.458309,3.79,83.0,False,False
2025-06-17 16:49:29,CC-05047302,7.41662,3.930748,5.45,49.1,False,False
2025-06-21 07:50:07,CC-04379928,4.731609,7.017192,0.91,61.2,False,True
2025-01-27 22:53:28,CC-05614249,4.889871,6.915266,3.64,63.3,False,False
2025-05-21 14:16:41,CC-00577209,4.76,7.026065,6.4,40.8,False,False
2025-02-07 19:56:03,CC-01476709,7.422183,3.898196,5.12,83.6,False,False
2025-07-23 18:05:46,CC-05328315,9.008446,7.464958,6.97,62.0,False,False
2025-08-14 09:47:07,CC-05366664,10.975475,5.80006,3.66,58.2,False,False
2025-03-13 04:29:30,CC-04052742,12.183593,8.573426,4.16,70.5,False,False
2024-10-21 20:12:47,CC-01871451,5.045533,7.047236,5.27,80.6,False,False
2025-04-19 22:51:45,CC-00383353,13.518769,5.309135,5.2,56.0,False,False
2025-03-08 14:30:35,CC-06995128,7.476096,3.909927,4.65,68.2,False,False
2025-02-05 06:55:42,CC-05913636,12.861359,7.880904,5.13,59.9,False,False
2025-07-01 00:35:53,CC-07916585,13.832599,8.386937,3.18,68.8,False,False
2025-04-28 02:40:18,CC-00694963,7.33311,4.048801,2.34,54.5,False,False
2025-07-15 14:26:42,CC-02390850,11.907627,8.39697,4.02,56.4,False,False
2024-12-09 08:14:10,CC-04365015,4.783685,7.064881,4.7,47.7,False,False
2025-07-08 17:12:43,CC-01603592,12.021576,8.702785,3.89,64.9,False,False
2025-09-02 22:07:36,CC-04002533,5.781602,3.332953,6.18,67.8,False,False
2025-05-31 04:49:39,CC-03228057,9.646114,14.697409,4.99,55.8,False,False
2025-10-11 14:45:03,CC-08177116,9.130471,7.364736,6.57,80.3,False,False
2025-04-17 10:20:53,CC-08897664,6.46393,3.291727,3.97,59.7,False,False
2025-05-21 08:44:52,CC-07573027,6.525682,3.363187,4.64,78.4,False,False
2025-08-01 12:31:57,CC-06290967,5.330216,13.388703,5.05,50.6,False,False
2025-08-13 03:29:06,CC-06315070,8.953579,7.252016,8.03,61.4,False,True
2025-08-01 17:13:51,CC-06415425,7.517896,3.933966,7.08,53.9,False,False
2025-08-24 07:08:43,CC-05661222,11.940419,8.435933,3.78,69.9,False,False
2025-05-19 04:57:43,CC-05631918,4.972111,7.17212,4.15,68.8,False,False
2024-11-19 16:52:08,CC-03653725,12.365418,12.772423,3.55,68.0,False,False
2025-03-02 14:47:48,CC-06878417,9.108051,7.423862,4.17,61.2,False,False
2024-10-21 11:11:51,CC-02024175,6.359581,6.670697,5.17,75.2,False,False
2024-11-15 16:42:22,CC-03688262,10.423327,6.813404,4.5,62.7,False,False
2025-06-04 17:38:41,CC-08864856,6.50596,3.586061,5.11,74.6,False,False
2025-04-06 18:15:21,CC-06028631,6.334361,3.380557,4.27,52.8,False,False
2024-11-20 22:04:13,CC-05733557,5.402892,6.822209,6.0,72.8,False,False
2025-03-22 15:08:52,CC-00301567,5.569918,4.590853,7.8,73.9,True,False
2024-11-17 20:05:50,CC-00392612,6.710279,3.553595,6.23,60.3,False,False
2025-01-13 01:46:53,CC-04953867,12.123825,8.401905,5.59,68.8,False,False
2025-07-30 08:40:35,CC-03085416,8.930227,7.380497,4.5,62.0,False,False
2025-05-30 22:18:41,CC-08870266,4.910777,7.220365,3.11,62.9,False,False
2024-11-08 13:05:13,CC-05258634,10.996912,3.474081,1.9,71.5,False,True
2025-03-04 01:32:28,CC-00709743,6.630139,3.379371,5.51,82.8,False,False
2024-11-08 08:50:42,CC-06558782,6.600288,3.42658,3.22,57.5,False,False
2025-08-10 07:12:19,CC-00120779,11.952576,8.606114,6.47,58.9,False,False
2025-03-20 03:25:48,CC-03592657,4.950738,7.008233,8.32,65.1,False,True
2025-09-19 03:26:58,CC-04890353,5.069099,7.761195,3.73,90.3,False,False
2025-06-29 19:49:45,CC-02839702,9.20606,7.28707,5.67,65.0,False,False
2025-06-14 19:13:19,CC-04021699,11.860046,9.168705,5.44,63.6,False,False
2024-11-15 17:18:51,CC-07596758,7.57141,3.833914,3.85,42.9,False,False
2024-12-28 02:32:39,CC-04542070,10.224103,12.899647,4.63,76.4,False,False
2025-06-10 04:46:20,CC-06314282,12.029769,8.432807,1.4,77.5,False,True
2025-08-20 22:37:34,CC-05782071,6.442717,3.344897,5.18,62.1,False,False
2025-05-19 21:37:55,CC-01396056,6.603214,3.551839,4.97,42.3,False,False
2025-01-05 20:43:31,CC-06384615,12.464686,5.295372,4.71,55.3,False,False
2024-12-16 07:33:02,CC-01829600,6.417238,3.587094,3.86,77.7,False,False
2025-09-01 23:51:04,CC-08981089,6.864051,6.614332,5.3,65.1,False,False
2025-09-11 17:21:29,CC-01978252,4.944856,7.029158,6.58,67.5,False,False
2025-01-23 16:00:01,CC-08218716,9.113893,7.385538,3.2,79.1,False,False
2025-06-18 05:12:48,CC-08747339,7.348985,3.836068,2.65,96.1,False,False
2025-08-16 12:51:50,CC-00581690,12.10846,8.410823,4.18,73.6,False,False
2024-11-26 22:59:05,CC-08961357,8.919128,7.568641,3.83,55.5,False,False
2025-04-05 20:34:45,CC-07957407,9.061598,7.410821,6.45,56.7,False,False
2025-03-19 00:24:46,CC-03900318,11.981164,8.4685,4.53,52.3,True,False
2025-03-19 21:19:10,CC-01955559,11.521509,11.9056,4.45,65.6,True,False
2024-12-29 17:50:27,CC-03107275,6.618744,3.274089,6.65,68.6,False,False
2025-07-12 08:37:59,CC-07798170,6.591384,3.217697,5.47,60.6,False,False
2025-03-20 05:47:38,CC-05312403,7.410332,4.070201,6.07,49.6,False,False
2025-05-02 16:28:31,CC-07194388,10.636289,4.998798,3.48,72.0,False,False
2025-07-25 08:44:32,CC-03697989,6.357818,3.361208,4.71,49.6,False,False
2025-07-16 12:18:55,CC-05714232,9.447802,13.858573,4.36,67.1,False,False
2025-04-11 12:38:58,CC-07883636,7.467449,4.036898,2.86,69.8,False,False
2025-02-13 09:21:31,CC-05546131,9.106157,7.299581,5.1,70.6,False,False
2025-03-07 06:12:59,CC-01839252,8.987182,7.28159,4.94,64.3,False,False
2025-07-05 16:17:53,CC-03373889,9.021731,7.530452,6.54,44.7,False,False
2025-04-15 14:58:14,CC-01534850,12.108446,8.41575,6.58,52.1,False,False
2025-04-23 09:48:53,CC-03718267,6.416742,3.586734,5.51,62.1,False,False
2025-06-27 16:54:43,CC-03340299,9.094905,7.357056,4.21,54.2,False,False
2025-06-07 19:07:54,CC-00258017,9.181754,7.436179,1.62,44.1,False,True
2024-11-09 10:58:56,CC-08894894,8.29264,3.127319,5.19,78.0,False,False
2025-04-05 00:50:17,CC-05040445,12.444337,7.576432,4.4,70.5,False,False
2025-03-20 10:33:35,CC-05315623,5.027265,6.918882,6.74,70.5,False,False
